source,target,en_length,zh_length
But still...,然而还是...,12,7
...I swallow my own spit as I see this dog get into position and heft the sledge hammer.,...我咽了口唾沫，注视着那只狗举起锤子。,88,21
He gives me a nod and has a calm expression.,他镇定地向我点点头。,44,10
But then I see every muscle in his face furrow and tighten.,但紧接着，我看到他脸上的每一块肌肉都拧紧了。,59,22
His brow is tightly wrinkled.,他眉头深皱。,29,6
His eyeballs bulge with a sudden force of white-hot anger than I can feel in my bones.,他突然瞪大眼睛，迸发出直刺进我骨子里的狂怒。,86,22
"Every instinct I have ever felt told me that I was in the presence of evil, and that if I stayed still, I would die.",体内最原始的本能发出了预警：我正面临着纯粹的恶意。要是不做些什么，我必死无疑。,116,39
"As he begins to swing, he takes two steps forward and I can tell that his eyes are not on the head of the spike.",在挥舞锤子的瞬间，他往前踏了两步。我看得出来，他的目光不在凿子上。,112,33
They’re on my forearm.,而是我的前臂。,22,7
"So I drop the spike and take three steps back as his sledge makes contact with the bedrock, cracking off a good piece of it.",于是我松开手，连退三步，他的锤子因此击中基岩，敲碎了好一大快。,124,31
"Ben is looking at the hammer’s head, almost surprised to see it hadn’t made contact with anything.",Ben盯着锤头，似乎在为没有击中目标而诧异。,98,22
Beckett takes it from him.,Beckett将其从他手中夺去。,26,16
The way Beckett phrased this didn’t make it sound much like a question.,Beckett的语气并不像是在发问。,71,18
He exhaled.,他叹了口气。,11,6
He shakes his head again.,他又摇了摇头。,25,7
I start walking away as fast as I can.,我以最快的速度离开了。,38,11
"Something tells me that this man is looking at the back of my head, but I don’t want to look behind me and meet his eyes if he is.",我总感觉那家伙正盯着我后脑勺不放，但我不会回头确认，因为我不想遇见他的目光。,130,38
I don’t know what’s wrong with this man.,我不知道他怎么了。,40,9
But I do know that I shouldn’t be near him while we work.,我只知道，我不该在工作时间接近他。,57,17
"My heart is racing when I get back to Dimitiri, Felipe, and Paul.",回到Dimitri、Felipe和Paul身边的时候，我的心仍跳个不停。,65,36
"Dimitri seems to notice that something is wrong, and asks, but I don’t address it, knowing that Ben is probably in ear shot.",Dimitri好像察觉到了不对劲，便出声询问，但我知道Ben可能会听见，于是把事糊弄了过去。,124,46
"I just want to be done with this day, and work as quickly and quietly as I can.",我尽自己所能安静干着活，只盼望今天赶紧結束。,79,22
I don’t have much energy or focus left by the time the last work whistle blows.,停工的哨声响起时，我已经一点体力与精力都不剩了。,79,24
"I remember that Nik and Yao don’t want us to be seen together when we’re coming from or leaving work, so I don’t bother waiting by the lockers and take the lift with Dimitri.",我记得Nik和Yao不希望我们三人被撞见一起活动，就没在储物柜那儿等他们，直接跟Dimitri搭了一班升降机。,174,55
"He tells me I should grab a drink at the Stag with the rest of the men, but I turn it down.",他说我应该跟大伙们去Stag喝一杯，不过被我婉拒了。,91,26
It feels good to be welcomed.,被人接纳的感觉真不错。,29,11
But it doesn’t feel good to turn those people away when you have prior obligations.,但因为有事在先而拒绝他们的時候就不怎么好受了。,83,23
"He introduces me to the washing stations, which is more or less one massive room with a shower.",我在他的带领下来到了洗浴处，基本上就是个有淋浴的大房间。,95,28
"It’s filthy, and packed full of naked bodies washing the soot and the coal and the grime out of their fur.",肮脏不说，还满是正在冲烟灰、煤渣和污垢的赤裸裸的肉体。,106,27
"The water’s cold, and the soap is scentless.",水是冷的，肥皂也没有香味。,44,13
My nose wrinkles when my fur turns color from grey to white.,我皱着鼻头，看着身上的毛由灰转白。,60,17
But it still feels good to be clean again.,好在总算能回到干净之身。,42,12
"But when I leave the mines, I find joy in the fact that I can find Nik and Yao on the road, walking slowly, and discreetly.",出了矿区，我欣喜地在路上发现了低调的、慢吞吞的Nik和Yao。,123,31
I grab both of their sleeves and shake my head.,我抓住他们的袖子，摇摇头。,47,13
I fill them in on everything.,我一五一十告诉了他们。,29,11
James’s gift. Dimitri and Beckett taking a shine to me. Ben’s reaction. Beckett’s appreciation strained.,James的礼物、Dimitri和Beckett对我的善意、Ben的反应、Beckett不自然的欣赏。,104,51
Maybe Ben was just having a terrible day and let his emotions get the better of him.,也许Ben今天过得太不如意，所以才情绪失控了。,84,23
...Or maybe he just genuinely is an idiot and didn’t mean any harm at all.,...又或者他并没有恶意，只是蠢得离谱罢了。,74,22
I know that I’m crazy.,我知道自己是个疯子。,22,10
"I know that what I see and what I feel isn’t always reliable, even if it feels real in the moment.",我知道自己看到和感受到的并不一定可靠，不论当时的感觉有多真实。,98,31
I thought Nik was going to hurt me too...,我还妄想过Nik会伤害我...,41,15
...but I can’t tell him that.,...但我开不了口。,29,10
"Honestly, I don’t entirely know what Hendricks wants, but that’s something I don’t want to think about right now.",老实说，Hendricks打的什么算盘我也完全没有头绪，但眼下我不想思考这事。,113,39
...One thing at a time.,...一件一件算。,23,9
He lowered his voice.,他把声音压低。,21,7
The badger turns his head to the tiger.,獾转头看向老虎。,39,8
"The tiger inhales, then exhales.",老虎深吸一口气，然后吐出来。,32,14
"Nik looked to his friend, then to me with confusion.",Nik注视着他的朋友，之后不解地回过头。,52,20
Then his eyelids narrowed.,接着眯起眼睛。,26,7
He says the word extra slow and lets it hang in the air.,他把这个词说得格外慢。,56,11
That sable from the tent who has dirt on me because I caught him smoking.,那只被我逮到在帐篷里抽大麻而不爽我的黑貂。,73,21
"While Nik prepares a dinner of canned beans and cured meat, I see Yao carefully writing something on a piece of paper with an ink brush, letting it hang to dry.",在Nik烹饪一顿豆子罐头和腌肉的晚餐时，我看到Yao用毛笔仔细写了什么，然后把纸挂起来晾干。,160,46
We can’t talk much about anything as the cabin is noisy and crowded at this time of day.,我们不能多说什么，因为棚屋正是一天中最拥挤、最吵闹的时候。,88,29
Workers constantly walk in and out of the door for supplies or daily hygiene.,工人进进出出，为了购买物资或日常卫生。,77,19
"Others go to fish for their dinner, or hover around the stove, chatting and eating while cooking their meals.",有人去钓今晚的食材，有人围在炉子旁，边做饭边吃边聊天。,109,27
Nik is muttering quietly about finding me a lunch pail when Yao finally folds his letter and places it in an unsealed envelope.,Nik正小声嘀咕着要给我找个午餐桶，而Yao终于把信折好，放进一个未封口的信封。,127,40
Yao shrugs.,Yao耸耸肩。,11,7
I take the note out of the envelope.,我从信封里取出字条。,36,10
Oh.,哦。,3,2
They're all Huaxian symbols.,全是华夏的符号。,28,8
"Yeah, I can’t read this either.",说的对，我也看不懂。,31,10
"I put the letter back in the envelope, pocket it, and make my way back into town.",我把信放回信封，塞进衣兜，然后赶往镇上。,81,20
The tents that Chang lives in are a little too close to the Hip and William’s office for comfort.,Chang住的帐篷与Hip和William的办公室近得令我不安。,97,32
So I take a longer path to get to the back of the area.,于是我绕了远路，从背面迂回了过去。,55,17
"Sometimes I think I see a patch of tawny fur, or golden eyes, but it always turns out to be something else.",偶尔，我以为自己看见了黄褐色的尾巴，或金色的眸子，但都只是错觉。,107,32
"When I get to the tent, I take a deep breath, and wander inside.",终于抵达了帐篷，我深吸一口气，缓缓踏入。,64,20
The rabbit who yelled at me the first time isn’t here.,不见上次凶我的那只兔子。,54,12
But the man I’m looking for is.,但我找的人在。,31,7
"A stack of papers are scattered on a coffee table in front of the sofa he sits on, and he notices me immediately.",对方坐在散放着纸张的茶几前，并立刻注意到了我。,113,23
He looks down and stacks some of the papers he’s holding.,他低头把手里的纸叠好。,57,11
I take the letter out of my pocket and shove it into his paw.,我掏出口袋里的信递进他爪中。,61,14
"He gives me a look, plucks it from me, then opens the envelope and unfolds the paper.",他瞥了我一眼，接过信拆开。,85,13
"As his eyes list across the symbols, his expression moves from perplexed, to angry, then to thoughtful.",他目光扫过那些符号，表情从疑惑转为愤怒，最后又变成若有所思。,103,30
"Then he stares at me, intensely.",然后他盯着我，殷切地。,32,11
He said the name like it was dripping with poison.,他说得咬牙切齿。,50,8
Then he folded his good paw over the damaged one.,然后以完好的爪遮住残疾的另一只。,49,16
"He looked to his left, then to his right.",他左顾右盼。,41,6
It’s the paranoid sort of look I’ve seen from plenty of my clients before who know what they want but don’t know how to ask it.,我在许多不知道怎么开口的客户脸上看到过这种多疑的表情。,127,27
Is he... getting at what I think he’s getting at?,他想说的...跟我猜测的一致吗？,49,16
My mouth curls into a grin.,我嘴角勾起一抹笑。,27,9
"He has a very serious face, but I can’t deny, it is handsome.",他长了一张非常严肃的脸，但不可否认的是，也很帅。,61,24
And his fur looks very soft.,还有看起来无比柔软的毛发。,28,13
He digs one of his digits into his forehead and sighs.,他用一根手指抵着额头，叹了口气。,54,16
Chang leans in close to me and lowers his voice.,Chang湊过来，压低声音道：,48,15
"He takes a long drag on his pipe and I turn my head the other way, trying not to inhale the smoke like last time.",他长吸了一口烟管，我撇过头，免得像上次那样不小心闻到烟。,113,28
I hope not.,希望不会。,11,5
"Between shirking my Hip appointments and just starting at the mines for a pittance, I’m pretty broke.",我推脱了Hip的预约，矿上的薪水又少得可怜，已经算是身无分文了。,101,32
"But if this means we get that gold, well... maybe it’s worth spending what I have, if I have to.",但为了得到金子...付出一些代价也值得，如果有必要的话。,96,28
Something about the way he phrases that unnerves me a bit.,他的措辞让我感到一丝莫名的不安。,58,16
Chang breathes in his pipe again and then looks away.,Chang又在烟管上吸了口，转过头去。,53,19
His eyelids narrow when he looks at me.,他眯眼看着我。,39,7
He looks away again.,然后又移开目光。,20,8
I take the hint that it’s time for me to go.,我明白他是在示意我走人。,44,12
"Outside, I mull over what the sable told me, trying to decide if I should go to the library, or if I should just go back to the bunks and call this a wash.",出了帐篷，我仔细思考着黑貂说过的话，不知该去图书馆，还是就此回到工棚。,155,35
"On the one hand, there’s probably a lot of useful things that I could learn from this fellow.",一方面，或许能从那人身上得知不少有用的事。,93,21
"On the other hand, Chang seems like he’s planning something.",另一方面，Chang似乎在密谋什么。 ,60,19
And I can’t for the life of me figure out what it is.,而我一辈子也看不透。,53,10
I know that Yao trusts Chang to get results.,我知道Yao放心Chang的能力。,44,17
"But do I even trust Yao, really?",可Yao又值得信任吗？,32,11
Each new link in this chain of interactions seems more and more dubious.,人际环环相扣，一环比一环可疑。,72,15
"But using Chang’s phrase might be the only option I have, if I keep walking this path.",但如果我还想在这条路上走下去，Chang的那句话或许是我唯一的选择。,86,34
So it’s decided then.,那就这么定了。,21,7
I’m going to the library.,我要去图书馆。,25,7
Town hall at night looks a lot less welcoming.,夜晚的市政厅看起来不怎么友好。,46,15
"The apple tree, which is the only thing with leaves within a great many paces, rattles them when the wind blows through it.",一阵风拂过，吹得附近唯一一棵长着叶子的苹果树沙沙作响。,123,27
The front of the library certainly looks like it’s closed.,从正面看，图书馆的确是关了。,58,14
"But then again, so does the back.",从背面看也一样。,33,8
"I try to open the front door, too, and it’s locked.",我试着推了推前门，发现上了锁。,51,15
"But when I looked again at the back door, I can see a little candle lit on a plate.",再次查看后门的时候，我留意到一个中间点了根蜡烛盘子。,83,26
"When I go towards it, I turn a corner and see a door that looks like it’s locked very tight with a padlock.",我走过去，拐了道弯，看到一扇被挂锁锁得严严实实的门。,107,26
"But when I tug on it, it opens without any trouble at all.",但我只稍稍一拽，就轻易打开了锁。,58,16
I’ve never been in the town library before.,我从没有来过镇图书馆。,43,11
Mostly because I heard it was full of a lot of reference material that ain't much relevant to me.,主要是因为我听说这里的资料大多与我不相干。,97,21
Also because I don’t have a whole lot of time to dedicate to reading thick books full of words I’d have to constantly keep looking up.,我也没时间去读那些满是不认识单词的厚书。,134,20
I move past an entire section on growing summer crops to another on whatever optometry is.,我途径一整个有关夏季作物种植的区域，转悠到一个验光还是什么的地方。,90,33
And then I see a man sitting by a stack of newspapers who stands up when he sees me.,紧接着就看到一个人坐在一堆报纸旁边，同时他也看到了我，站起身。,84,31
{color=#836120}???,\,18,1
"The man has a reedy, sing-song voice and a very expressive smile, but if he had a slightly different tone of voice, he’d sound just like...",这个男人笑容可掬，嗓音尖细而婉转。除了语气稍有不同，听起来就像...,139,34
{color=#836120}???,\,18,1
He said that somewhat stiffly.,他冷冷地说道：,30,7
That gets my heart pumping.,这让我心惊胆战。,27,8
I better think of something quick.,我最好赶快说点什么。,34,10
He puts on a sing-song tone.,他又操着一口阴阳怪气的语调。,28,14
Is this... really the right guy?,我真的...找对人了吗？,32,12
He picks the phone off of the receiver and gives me a look.,他拿起话筒，瞥了我一眼。,59,12
"If he really wanted me gone, it’s not likely that he would have paused.",他要真想赶我走，那就不太可能停下。,71,17
It was like he was giving me one last chance.,他应该是在给我最后的机会。,45,13
Those words just spilled messily out of my mouth.,我语无伦次地脱口而出。,49,11
"I don’t know if I got them all right or said them in the way Chang wanted me to, but I’m desperate at this point.",我不知道自己有没有曲解Chang的意思，但我是真豁出去了。,113,29
"The lizard adjusts his jaw, stops mouthing with a jolt, and then gives me a curious look before hanging the phone up and stalking back to his table.",蜥蜴瞠目结舌，他抚摸着下巴，饶有兴趣地看了我一眼，然后挂上电话，回到书桌前。,148,38
...Wow.,...哇。,7,5
The gila fake yawns.,毒蜥假装打了个呵欠。,20,10
He flicks his tongue in that way that reptiles often do when they think they’ve told a good joke.,他弹了一下舌，那种爬行类以为自己讲了个好笑话时就会做的动作。,97,30
I’m curious now... in an uneasy way.,我感到了好奇...不安地。,36,13
But that’s not what I came here to ask.,但这不是我此行的目的。,39,11
He leans closer to me and takes out a pencil and a notepad from his pocket.,他靠拢过来，从口袋中掏出铅笔和笔记本。,75,19
I need to be careful about what I say right now.,现在我的每一句话都得小心了。,48,14
Fuck.,操。,5,2
He smiles brightly at me.,他对我粲然一笑。,25,8
Porter lets out a peal of laughter.,Porter发出阵阵笑声。,35,13
...So that’s why he sent me all that equipment.,...难怪他会送那么些装备。,47,14
I suppose that makes sense.,这下就说得通了。,27,8
But I’ve barely talked to him...,可我都没怎么跟他讲过话...,32,14
"...he’s loaded, though.",...不过他有的是钱。,23,11
Intimidating.,吓人。,13,3
He sounds a little off-put by this.,听起来他有点反感。,35,9
"Funny, considerin’ it was his idea, not mine.",真好笑，这又不是我的主意，是他自己的。,45,19
He really has no excuse.,他凭什么。,24,5
If there is a next time.,要是还是下次的话。,24,9
"When I get outside, it feels a lot later than it should feel.",等出来后，我才意识到在里面花的时间比预计长太多了。,61,25
I should head back to the bunks.,是时候回工棚了。,32,8
It’s not a good idea to be out this late all by myself.,这么晚还独自在外游荡可不是个好主意。,55,18
But it seems like everything I learned tonight was worth it.,不过能得到那些情报也算值了。,60,14
Unless I run into the sheriff.,除非我撞见治安官。,30,9
"If William sees me, I’ll be ruined.",被William发现的话，我就完了。,35,18
"...But thankfully, I get back to the bunks without running into anybody or being followed.",...谢天谢地，我没有碰到任何人，也没有被跟踪，平安回到了工棚。,90,32
The lights are out when I get in.,进门时灯已经熄了。,33,9
I climb into my bunk as quietly as I can without disturbing my cabinmates.,我尽可能不打扰室友，安静地爬上床。,74,17
They can hear about what I learned tomorrow.,他们明天再知道也不迟。,44,11
"I can hear Nik snoring, but I wonder if Yao is still awake.",我能够听见Nik的呼噜声，不过有些好奇Yao是不是还醒着。,59,29
"I hear the tiger exhale sharply, then pant, as if he had been woken up from a bad dream.",老虎猛地倒灌一口气，然后吐出，像是从噩梦中惊醒一样。,88,26
"I laugh to let him know that I’m joking, but he doesn’t seem to laugh back.",我笑出了声，以表明这是个笑话，但他没有跟着笑。,75,23
That wipes the smile off my face.,我的笑容顿时凝固了。,33,10
I figure that I have enough dirt on this man that he wouldn’t use this knowledge against me if he did know.,我自觉掌握了他足够多的把柄，应该不至于被他拿这件事害我。,107,28
I don’t like the sound of that.,这话听起来不太舒服。,31,10
He points below the bunk.,他指向下铺。,25,6
"I wet my lips, and swallow my spit.",我舔舔嘴唇，咽了口唾沫。,35,12
He smiled at that.,他微微一笑。,18,6
Wow.,哇。,4,2
...I wasn’t really expecting him to flirt back.,...没想到会被他反撩。,47,12
I swallow again.,我又咽了口唾沫。,16,8
We’re still as quiet as we can be.,我们依然尽可能保持着安静。,34,13
There’s familiar sounds coming from the other bunks.,从其他床铺传来了熟悉的声音。,52,14
I understand now what Nik meant when he said you got used to it.,我总算明白Nik口中的‘习惯’是什么意思了。,64,22
I should have known that Yao would be doing this at night too.,我早就该知道，Yao晚上也不例外。,62,17
"Between the long hours, the maintenance of chores, and the general exhaustion of work, there’s not a lot of time, or privacy, to handle our natural urges in a life like this.",漫长的工作时间、杂务活，以及劳动带来的疲惫令人无暇、也没有隐私来照顾这股自然而然的冲动。,174,44
"He takes his paw out from under his sheet, sighs, and lets it flop on the sheets.",他叹了口气，伸出的爪子扑通一声落在被单上。,81,21
His ears splay back.,他的耳朵向后微张。,20,9
His chest heaves as he looks back at me.,他回头看向我，胸膛起伏。,40,12
His ears fold back.,他的耳朵耷拉了下来。,19,10
"The wet sounds of squeezing and stroking don’t relent. There’s a moan, and some of the beds creak.",湿漉漉的挤压声和摩擦声并没有消退。呻吟声伴着一些床铺的嘎吱声传来。,98,33
It’s not just one of them.,这样的声音并不是个例。,26,11
Yao looks to the bunks with a critical stare...,Yao用审视的目光看着那些床铺...,47,18
...but his eyes soften when he looks back at me.,...但他看向我时，他的目光变得柔和了。,48,20
I smile bigger and Yao’s ears splay further back.,我笑得更灿烂了，Yao的耳朵垂得更低了。,49,20
The beds creak a little as I crawl on all fours across the gap in the beds and slide next to the tiger.,我凌空翻过床铺间的缝隙，悄无声息地爬到老虎旁边，只有床铺发出了一点轻响。,103,36
I can really tell that this is his bed now that I’m on it.,我很确定这是他的床，而我正在床上。,58,17
"He smells a bit similar to me when he’s aroused, which I probably shouldn’t find surprising.",他在性欲高涨的时候闻起来和我有点像，我或许对此不该感到惊讶。,92,30
It can take you off guard when a scent is close enough to be nostalgic but different enough to let you know that it’s new.,当一种气味熟悉到让你感到怀旧，却又独特到让你发现它是全新的，它便能卸下你的防备。,122,40
"The both of us are pretty big to take up this little bunk together, but if they’re built to hold people as big as Nik and Dimitri, we shouldn’t have too much to worry about.",我们俩对于这张小床铺来说体型有些太大了，但是如果它们能承受住像Nik和Dimitri那样的大块头，我们就没必要太担心。,173,59
It just puts us very close.,这只会让我们俩贴得更近。,27,12
I look away and hear the sheets barely flutter as he pulls them off.,我移开目光，隐约听见他拉开床单的声响。,68,19
Now I can really smell him.,现在我能真切地闻到他的味道了。,27,15
"This side of his thigh presses up to mine, and he feels warm.",他大腿的一侧紧贴着我，感觉暖暖的。,61,17
He turns away and whispers even more quietly.,他转过头，用更低的声音耳语道：,45,15
"I look for just a second, not really thinking about it.",我快速地瞟了一眼，没怎么细想。,55,15
His paw is dripping wet.,他的爪子湿漉漉地。,24,9
"And his shaft is long, and thick, and his tip is messy.",而他的肉棒既长且粗，顶端。,55,13
But I look away again.,不过我又看向别处。,22,9
He might even be more self-conscious than Nik about this sort of thing.,在这一类事情上，他可能比Nik还要害羞。,71,20
I don’t even know if he prefers men or women.,我甚至都不知道他更中意男性还是女性。,45,18
"But I think that he’s into this, at least.",不过我觉得至少在此刻，他很享受。,42,16
...whatever this is.,...不管此刻是什么样的。,20,13
"I can feel myself getting bigger in my own pants, feeling a little mischievous.",我能感觉到裤子里的家伙有些调皮地变大了。,79,20
I can hear the sheets rustle near his head.,他能听见他脑袋附近的床单沙沙作响。,43,17
He’s checking my groin.,他在打量我的下体。,23,9
But it doesn’t take him long to look away again.,不过没过多久他又移开了目光。,48,14
"I can feel myself getting bigger in my own pants, feeling a little mischievous.",我能感觉到裤子里的家伙有些调皮地变大了。,79,20
I can hear the sheets rustle near his head.,他能听见他脑袋附近的床单沙沙作响。,43,17
He’s checking my groin.,他在打量我的下体。,23,9
But it doesn’t take him long to look away again.,不过没过多久他又移开了目光。,48,14
"I free myself from the undergarment restraining me, then spit into my paw as quietly as I can.",我解脫束縛著自己的內褲，然後盡量小聲地在爪上吐了點唾沫。,94,28
He let's out a one-note hum.,他嗯了一声。,28,6
I demonstrate... just in case he’s watching again.,我演示了一下...只以防他又在看。,50,17
He is.,他在看。,6,4
When my paw gets to the base of my shaft I thrust suddenly and aggressively.,當爪抵到肉棒根部時，我突然猛力一頂。,76,18
Just to show off.,好秀給他看。,17,6
He stifles a groan.,他把一声呻吟吞了回去。,19,11
I look at him and watch him.,我注視著他。,28,6
"He's pumping now, stiffly.",他現在在撸了，不過動作僵硬。,26,14
I'd whistle if we weren't trying to be quiet.,要不是必須保持安靜，我就要吹聲口哨了。,45,19
"I watch him pump, sounding messier and messier with each stroke.",我看著他撸，聲響一下比一下滑溜。,64,16
I stroke mine next to his.,我把自己的湊近他撸。,26,10
"It’s louder than our whispers, but that’s not something either of us can help.",撸管的音量比我們的細語還大，但這就不是我們能控制的了。,78,27
I smile bigger.,我的笑容更加燦爛。,15,9
I chuckle to myself.,我自說自笑。,20,6
Now I’m just being a prick.,現在我單純就是在鬧他了。,27,12
But he’s still leaking like a faucet.,但他還是流得跟個水龍頭一樣。,37,14
"He puts his arm behind his head, and buries his face in his muscles.",他一手擺到腦後，把臉埋在臂肌裡。,68,16
He looks away.,他別過目光。,14,6
He hooked his arm under mine and then let his wrist rest on my belly.,他把手從我手臂下方伸過來，擺在我肚皮上。,69,20
"I bring his wrist to his groin, open up his big paw, interlock his digits with mine and make him touch the shaft.",我把他的手帶到他下體，打開他的大爪掌跟其十指交錯，握住我的肉棒。,113,32
I make him pump me.,讓他撸我。,19,5
It’s not hard at all because his hand and my prick are already slick.,我的肉棒跟他的手早已濕滑，撸起來完全沒有磨擦。,69,23
Then I cross my free arm over his...,然後我用另一隻手伸過他手臂...,36,16
...and I grabbed him.,...握住他的。,21,8
I pump us with both of our hands.,我一手撸著他，一手帶著他撸我。,33,15
But I don’t have to pump both of us for long.,但不久我便不必兩邊都撸。,45,12
"He starts pumping me on his own, and my wrist is just along for the ride now.",他開始自發撸起我的，帶動我的手上起下降。,77,20
I show him what it feels like when I touch myself... and he shows me in kind.,我剛才給他看過自己的撸法...而現在他給了我回禮。,77,25
"He grunts in surprise when my grip rotates around the base of his shaft; he grips me tight, much tighter than any rear I’ve been in.",我在撸到他根部時轉動手掌，讓他驚訝地悶哼一聲；他緊握住我的，遠比任何我進過的後庭都緊。,132,43
He’s breathing into his own arm now as his panting gets shorter and shorter and I feel him start to pulse.,他正抵著自己手臂呼吸，喘息越來越緊湊，我隨之感覺到他的脈動。,106,30
His teeth are gritted and he’s jabbing into my palm.,他緊咬著牙，挺入我的掌中。,52,13
I whisper even lower.,我更小聲地低語。,21,8
"He groans, and now his hips are thrusting.",他一陣低吟，擺動起腰部。,42,12
I see his balls retract and the skin beneath his taint start to spasm.,我看見他的卵蛋收縮、後庭上方的皮膚一緊。,70,20
"I can tell how bad he wants to yell out and roar, but he’s restraining himself, like he knows he’s a man in a cage.",我看得出他有多想大吼出來，但就像把自己關在籠子裡一樣控制下來。,115,31
But the noise of his splattering speaks for itself.,不過他射出的聲音就是最好的替代。,51,16
"The smell of it is too close to my own, which pushes me over the edge, and our white ropes cross one another as we make a mess of each other’s fur.",氣味跟我自己的太過相似，讓我也超越了臨界點。一條條白絲此起彼落，糟蹋著我倆的毛皮。,147,41
"Yao looks at his hand, chest still heaving.",Yao看著自己的手，胸口依然劇烈起伏。,43,19
He looks surprised at himself...,他一臉震驚...,32,8
But satisfied.,卻又滿足。,14,5
"I rest the back of my head on his arm, which is just as big as any pillow, but a lot firmer.",我安躺在他那与枕头相差无几，却又结实得多的手臂上。,92,25
"He pets me, and I start to purr, which isn’t ideal if we want to keep quiet.",他的抚摸令我不自觉地发出惬意的咕噜声，要是我们想不为人知的话，这会是个无法忽视的麻烦。,76,43
If he purrs too it could quickly turn into a problem.,如果连他也发出咕噜声，麻烦就会升级成问题了。,53,22
But my eyelids start to droop.,不过这时，我的眼皮开始下垂。,30,14
Then he gently nudges me.,接着他轻推了我一把。,25,10
Oh.,噢。,3,2
But true.,但他没说错。,9,6
"Still, I can’t believe this is the first time he’s given somebody else a handjob.",不过我还是很难相信这是他第一次帮人打手枪。,81,21
I wonder what else I can get him interested in.,真好奇我还能勾起他的什么兴趣。,47,15
I wouldn’t want to wake either of them anyway.,反正我也不想吵醒他们两个。,46,13
"It’s a lot easier to wake up today than it was yesterday, so this time I can eat breakfast with Nik and Yao.",相比昨日，今天起床就轻松多了，我也因此得以跟Nik和Yao一起吃早饭。,108,35
I can’t tell Nik much of what happened with so many of the morning crowd coming and going.,这里一大早就人头攒动，不太好对Nik说明事情经过。,90,25
So I try and whisper the plan into Nik’s ear’s instead.,于是我找机会把计划悄悄告诉了他。,55,16
His shout is so loud that some of the housemates stop their conversations and look in our direction.,他的嗓门是如此之大，乃至部分舍友停止了交谈，朝这里望来。,100,28
"Yao just eats his oatmeal, pretending not to see either of us.",Yao只是继续嚼着燕麦，装作没有注意到我们。,62,22
"We wait for people to get bored with looking at us, and when they continue their conversations, we lower our voice.",等其他人看腻、回归了他们自己的谈话后，我们才压低声音继续。,115,29
"Yao covers his eyes with his hat, as if pretending not to hear.",Yao好像没听见似的，用帽子遮住了眼睛。,63,20
The tiger lets out a one-note laugh.,老虎干笑了一声。,36,8
"The tiger looks perplexed, like he’s about to say something, and then doesn’t.",老虎一脸迟疑，却欲言又止。,78,13
"We agree that staggering our walks into the mine is still a good idea, so we let Yao go first.",不过错开时间去矿上这一点我们都没有争议，于是Yao先走一步。,94,30
He pats us both on the shoulders with a hearty grasp before disappearing out the front door.,他亲切地拍了拍我们两个的肩膀，接着消失在了前门。,92,24
He crouches below the counter and pulls out something for me.,他在柜子前蹲下，抽出一样东西。,61,15
It’s a big lunch pail.,是一个大号午餐桶。,22,9
He pushes the handle into my paw and I can feel the considerable weight of its contents.,他把提手塞进我的爪子里，我马上就感受到了相当的分量。,88,26
"I can see three mallard ducks painted on the side-- one’s white, one black and white, and one is orange and striped.",我看见侧面画着三只野鸭：一只白色的、一只黑白相间的，还有一只橘底黑条纹的。,116,37
The badger frowned.,貛皱起眉头。,19,6
"Although it slipped my mind, admittedly.",不过我忘了，我承认。,40,10
Nik picked up his pail and his equipment and disappeared into the hall of the cabin.,Nik提起他自己的餐桶和装备，朝走廊走去。,84,21
I hear the door gently clatter as he leaves.,我听见了咔哒的关门声。,44,11
"Five minutes later, I clean my bowl in the sink, leave it in the dish rack to dry, and gather my things.",五分钟后，我把碗在水槽洗净，放在碗架上晾干，然后开始收拾东西。,104,31
Then I start my trek all the way back to the mouth of the CSCG.,等准备就绪，我一路跋涉回到了矿上。,63,17
It’s so hot today I’m surprised I’m looking forward to working under the shade... as much as this place makes my skin crawl.,今天真是不可思议的热，竟让我有些等不及在下面的阴凉处工作了...尽管那地方让我直起鸡皮疙瘩。,124,46
I feel that breathing sensation that I know too well now that I'm at the entrance again.,重新来到入口，我又感觉到了那再熟悉不过的呼吸。,88,23
"But I know where I’m going now, so thankfully I don’t waste too much time.",所幸的是我没有浪费太多时间，还好我现在知道路。,74,23
The third floor is as busy as ever.,第三层还是一如既往地忙碌。,35,13
It’s good to hear the compressor rumbling.,我能够听到空压机运转的声音，是个好兆头。,42,20
"I’m thankful, because this should mean Beckett is in a good mood.",因为这代表Beckett的心情应该不錯。,65,20
Which turns out to be true as he’s the first man I run into today.,他是我今天遇到的第一个人，同时也印证了我的猜想。,66,24
Mr. Moore grunts.,Moore先生哼了一声。,17,12
He smiles at that.,他听罢一笑。,18,6
"I smile, turn around, and feel my mouth curl down into a scowl.",我微笑，转身，感觉自己的嘴角拉成一副愁容。,63,21
"Well, there goes that plan.",唉，从这边下手是没戏了。,27,12
He might be a little sour later in the day if I can successfully get James to reassign me and the other men to always be together.,如果我能成功地让James把我跟其他人安排在一起，他应该会不太爽吧。,130,34
I meet a few more men on the yellow team.,我跟更多黄队的人打了照面。,41,13
"I’m happy at first to see a few other pumas, so I gravitate towards them.",我很高兴见到其他美洲狮，于是凑近他們。,73,19
But it turns out that they can’t even speak my language.,却发现他们压根不会讲本地话。,56,14
